id,drug,cyp2d6,CL_sampled,Vd_sampled,Css,dCdt_rel_24h,dCdt_rel_72h,pct_drop_24h,pct_drop_72h,t_75pct,t_50pct,t_25pct,t_10pct,AUC_deficit_7d
58,Sertraline,normal,25.13886165109969,1212.277633142665,0.082077,-0.021094,-0.011354,50.627,81.752,3.84,23.394,56.819,101.004,10.673
59,Sertraline,normal,26.523725564077036,1036.7936370701095,0.077707,-0.024272,-0.012191,58.253,87.773,1.1,16.949,44.043,79.861,10.7434
60,Sertraline,normal,34.03971459047753,1278.217771786383,0.060528,-0.024894,-0.012332,59.747,88.789,0.635,15.859,41.887,76.296,8.4548
61,Sertraline,normal,43.54708949544312,2370.768304148299,0.047369,-0.019344,-0.010808,46.426,77.816,5.687,27.761,65.497,115.381,5.9091
62,Sertraline,normal,44.30063159687296,1128.0496131844027,0.046301,-0.030899,-0.013344,74.158,96.077,NA,7.197,24.846,48.178,6.9976
63,Sertraline,normal,41.657529105871106,1250.3924229698737,0.049343,-0.028387,-0.012994,68.129,93.56,NA,10.487,31.292,58.795,7.2433
64,Sertraline,normal,58.7775495476646,1051.2358972219947,0.034706,-0.035722,-0.013754,85.732,99.025,NA,1.579,13.97,30.364,5.4916
65,Sertraline,normal,22.25650612350638,967.8044834766858,0.092673,-0.022641,-0.011786,54.338,84.859,2.425,20.055,50.197,90.039,12.4405
66,Sertraline,normal,13.47241095319893,1133.9156860652529,0.150929,-0.013776,-0.008633,33.063,62.157,14.428,48.554,106.893,184.013,15.5838
67,Sertraline,normal,24.460706308559143,1550.1923218082966,0.084166,-0.017266,-0.010075,41.437,72.541,8.323,34.018,77.946,136.016,9.8999
68,Sertraline,normal,29.715580807441764,1403.7015068398011,0.069433,-0.021399,-0.011443,51.359,82.392,3.548,22.701,55.444,98.727,9.0887
69,Sertraline,normal,67.10179079813872,2516.4690408154365,0.030705,-0.024915,-0.012336,59.795,88.821,0.62,15.825,41.82,76.183,4.2903
70,Sertraline,normal,29.56346520523191,837.122026851004,0.069479,-0.029288,-0.013131,70.291,94.546,NA,9.263,28.889,54.835,10.3117
71,Sertraline,normal,33.42898804575781,2339.9436365682136,0.061416,-0.015983,-0.009576,38.359,68.95,10.271,38.652,87.17,151.309,6.9228
72,Sertraline,normal,25.976459683694195,2106.5652420609354,0.078474,-0.014203,-0.008824,34.087,63.532,13.528,46.409,102.62,176.926,8.2548
73,Sertraline,normal,25.234765165755512,1290.6116400179783,0.081764,-0.020236,-0.011094,48.567,79.879,4.71,25.447,60.896,107.76,10.4263
74,Sertraline,normal,14.184419741192354,1237.3945066360463,0.142962,-0.013374,-0.008449,32.098,60.833,15.328,50.699,111.166,191.1,14.4926
75,Sertraline,normal,28.178068977265585,1066.827998415305,0.073125,-0.024767,-0.012303,59.441,88.585,0.729,16.078,42.323,77.011,10.1933
76,Sertraline,normal,50.85747362846728,1683.7985333987149,0.040462,-0.026859,-0.012731,64.461,91.662,NA,12.7,35.649,65.983,5.8208
77,Sertraline,normal,28.07098070187353,2009.8626015245743,0.073078,-0.0157,-0.009462,37.68,68.123,10.741,39.772,89.401,155.005,8.1541
78,Sertraline,normal,61.953273672706615,1571.590254467434,0.033106,-0.030956,-0.013351,74.294,96.125,NA,7.126,24.711,47.952,5.0065
79,Sertraline,normal,26.00313835313852,1272.5833856237127,0.07935,-0.020878,-0.01129,50.107,81.289,4.053,23.896,57.819,102.663,10.2689
80,Sertraline,normal,26.77986756169529,954.6915082377848,0.0769,-0.025704,-0.012505,61.688,90.033,0.053,14.511,39.22,71.885,10.8784
81,Sertraline,normal,22.48741270775828,1969.722644744798,0.090146,-0.013329,-0.008428,31.989,60.683,15.433,50.947,111.662,191.921,9.1192
82,Sertraline,normal,61.015142805944805,2006.8939341678852,0.033724,-0.026961,-0.01275,64.707,91.798,NA,12.546,35.345,65.483,4.8583
83,Sertraline,normal,37.48193516735997,1347.653060644304,0.054948,-0.025571,-0.012477,61.369,89.834,0.148,14.727,39.65,72.595,7.7573
84,Sertraline,normal,23.010175299712188,837.8270688747502,0.089516,-0.025374,-0.012436,60.898,89.536,0.288,15.049,40.29,73.653,12.5993
85,Sertraline,normal,34.61917665656365,1172.6881449476575,0.059456,-0.026501,-0.012663,63.604,91.176,NA,13.246,36.726,67.764,8.5101
86,Sertraline,normal,34.30753379372218,2304.163841619711,0.059922,-0.016509,-0.009785,39.621,70.454,9.438,36.669,83.222,144.762,6.8779
87,Sertraline,normal,57.23819027155075,733.7370403566106,0.035416,-0.039012,-0.013868,93.629,99.849,NA,NA,6.485,18.228,5.7616
88,Sertraline,normal,23.631617825152414,1977.1427909502677,0.086081,-0.013844,-0.008664,33.226,62.378,14.281,48.204,106.196,182.858,8.915
89,Sertraline,normal,23.122664346790565,1223.3826698239784,0.089224,-0.019749,-0.01094,47.399,78.768,5.232,26.685,63.359,111.837,11.2444
90,Sertraline,normal,51.078546741440526,1396.4207166998474,0.040195,-0.029826,-0.013207,71.582,95.09,NA,8.558,27.508,52.558,6.003
